what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077532177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077533510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077629478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077630634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077633741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077814926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077817552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077819245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077831964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077832508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077834245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077836436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077836834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077839734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077846664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077847334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077848304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077849624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077863994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077865184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077871650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077883932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417077891862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078270763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078275665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078280111
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1417078283591
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417078283601
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1417078283621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078300461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078301121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078305171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078552593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078553917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078601571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078602431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078683298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078685598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078697398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078701698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078702698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078704628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078751061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078752525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078753245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078764655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078794039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078807289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078813001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078851421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078852171
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417078874411
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417078874488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1417078876534
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417078881598
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417078883080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078902362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078903492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078966402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078969992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078992905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417078993785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417079015679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417079016389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417079056969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417079057869
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417079057999
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1417079059004
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1417079059005
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.209,"com.altera.debug.cdi.gdb.plugin",1417079059057
stopped,bundle,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch",1417079059057
stopped,bundle,com.altera.sbt4e.launch,14.0.0.209,"com.altera.sbt4e.launch",1417079059057
stopped,bundle,com.altera.sbtgui.ui,14.0.0.209,"com.altera.sbtgui.ui",1417079059057
stopped,bundle,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project",1417079059057
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1417079059057
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1417079059057
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1417079059057
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1417079059097
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1417079059127
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1417079059157
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1417164169004
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1417164169005
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1417164169006
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1417164169006
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1417164169007
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1417164169007
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1417164169008
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1417164169008
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1417164169008
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1417164169016
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1417164169046
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1417164169136
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1417164169136
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1417164169136
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1417164169136
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1417164169136
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1417164169136
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1417164169136
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1417164169136
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1417164169146
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1417164169146
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1417164169146
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1417164169146
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1417164169166
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1417164169166
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1417164169166
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1417164169166
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1417164169166
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1417164169166
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1417164169166
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1417164169246
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1417164169246
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1417164169246
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1417164169246
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1417164169246
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1417164169256
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1417164169256
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1417164169256
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1417164169256
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1417164169256
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1417164169256
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1417164169256
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1417164169256
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1417164169256
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1417164169256
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1417164169256
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1417164169266
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1417164169266
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1417164169266
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1417164169266
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1417164169386
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1417164169386
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1417164169426
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1417164169426
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1417164169426
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1417164169426
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1417164169426
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1417164169426
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1417164169456
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1417164169456
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1417164169456
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1417164169456
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1417164169456
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1417164169456
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1417164169456
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1417164169456
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1417164169456
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1417164169516
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1417164169516
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1417164169526
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1417164169526
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1417164169536
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1417164169536
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1417164169536
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1417164169536
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1417164169566
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1417164169566
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1417164169566
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1417164169566
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1417164169566
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1417164169566
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1417164169576
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1417164169576
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1417164169606
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1417164169606
started,bundle,com.altera.sbtgui.core,14.0.0.209,"com.altera.sbtgui.core",1417164169606
started,bundle,com.altera.sbtgui.integration,14.0.0.209,"com.altera.sbtgui.integration",1417164169606
started,bundle,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project",1417164169606
os,sysinfo,,,"win32",1417164169606
arch,sysinfo,,,"x86_64",1417164169606
ws,sysinfo,,,"win32",1417164169616
locale,sysinfo,,,"zh_CN",1417164169616
processors,sysinfo,,,"2",1417164169616
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1417164169616
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1417164169616
java.specification.name,sysinfo,,,"Java Platform API Specification",1417164169616
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1417164169616
java.specification.version,sysinfo,,,"1.6",1417164169616
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1417164169616
java.version,sysinfo,,,"1.6.0_23",1417164169616
java.vm.info,sysinfo,,,"mixed mode",1417164169616
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1417164169616
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1417164169616
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1417164169616
java.vm.specification.version,sysinfo,,,"1.0",1417164169616
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1417164169616
java.vm.version,sysinfo,,,"19.0-b09",1417164169616
started,bundle,com.altera.systemconsole,14.0.0.209,"com.altera.systemconsole",1417164169666
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1417164169786
started,bundle,com.altera.utilities,14.0.0.209,"com.altera.utilities",1417164169806
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.209,"com.altera.systemconsole.designs.plugin",1417164169902
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1417164170128
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1417164170208
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1417164170328
started,bundle,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch",1417164170418
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1417164175892
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417164176984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417164177086
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417164177787
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417164178348
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1417164178369
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1417164178430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417164224834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417164309186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417164314358
